USIN,State,District,Block_Mand,Gram_Panch,Village,CE_GP_Code,CE_G_P,CCE_Date,Lat,Long,Target_Cro,State_1,District_1,Sub_Distri,Village_1,UID,Remark,Yield_kg_h,CCCI_Shajanpur_30,CWSI_Shajanpur_30,EVI_sen2_shajanpur_20210215_gcs_30,NDVI_sen2_shajanpur_20210215_gcs_30,Shajapur_01_Jan_Soil_moisture1,Shajapur_2_march_Soil_Moisture,UP_Shahjahanpur_min_GS,UP_Shahjahanpur_min_VS,UP_Shahjahanpur_rf_GS,UP_Shahjahanpur_rf_VS,UP_Shajahapur_max_GS,UP_Shajahapur_max_VS
63155,UTTAR PRADESH,Shahjahanpur,Shahjahanpur,sikandarpur,Sikanderpur Khurd,242383,SIKANDAR PUR KHURD,4/14/2021,27.800825,79.76480833,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Sikanderpur Khurd,UP_VILL_647058,GP_Available,2454.662404,0.561382651,0.118322715,0.682456613,0.566002965,0.339769959,0.244296014,14.85275555,8.462252617,6.814596653,4.520534039,30.82066536,21.7706337
63185,UTTAR PRADESH,Shahjahanpur,Shahjahanpur,rawatpur,Rawatpur Elaqua Saheramau,87192,VIKRAMPUR,4/14/2021,27.79850333,79.79008,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Talwipur,UP_VILL_647062,GP_Available,2462.976248,0.628001869,0.498613149,0.453276157,0.412553281,0.371617168,0.348488301,14.85983467,8.470415115,6.507033348,3.269052505,30.83021736,21.78420639
63187,UTTAR PRADESH,Shahjahanpur,Tilhar,Dharmpur Kanja,Dharampur Kanja,87539,DHARAMPUR KANJA,4/14/2021,27.90505577,79.76433201,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Dharampur Kanja,UP_VILL_647146,GP_Available,2350.739356,0.562677324,0.168197438,0.487955838,0.444781184,0.357545346,0.341211081,14.84825802,8.461212158,3.161488771,5.710685253,30.76051903,21.76074791
63181,UTTAR PRADESH,Shahjahanpur,Tilhar,Naugai,Naugai,87544,HARBHANPUR,4/14/2021,27.91290571,79.77531669,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Mittarpur Barua,UP_VILL_647148,GP_Available,2835.020762,0.605355263,0.19494471,0.50053668,0.456285328,0.334549695,0.32117036,14.85165691,8.465011597,3.001033783,5.546293259,30.75633049,21.76277351
63280,UTTAR PRADESH,Shahjahanpur,Tilhar,Firozpur,Patti Firozpur,269549,FIROZPUR,4/14/2021,27.94278877,79.77750162,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Khijrabad Urf Kachhiyanikhera,UP_VILL_647158,GP_Available,2124.18711,0.594870985,0.197952569,0.496766835,0.44144699,0.34234786,0.163740084,14.85071754,8.465003967,3.159468174,6.186884403,30.73844719,21.75951195
63219,UTTAR PRADESH,Shahjahanpur,Tilhar,firozpur,Patti Firozpur,269514,GURGIYA BAHDURPUR,4/14/2021,27.95375319,79.77744328,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Dhakia Shobha,UP_VILL_647161,GP_Available,2334.111668,0.560652018,0.24625878,0.429522932,0.406288743,0.324592829,0.32502225,14.85040379,8.46500206,3.212279558,6.400414944,30.73248672,21.75842476
63282,UTTAR PRADESH,Shahjahanpur,Tilhar,Rudarpur,Rudarpur,269507,MOHANPUR,4/14/2021,27.95712743,79.79552951,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Mohanpur,UP_VILL_647162,GP_Available,2309.170137,0.520535588,0.242989659,0.32281664,0.328433514,0.371043086,0.320353389,14.85919285,8.473620415,2.996864319,5.869832993,30.73657036,21.76366425
63281,UTTAR PRADESH,Shahjahanpur,Tilhar,mohenpur,Mohenpur Parsela,269507,MOHANPUR,4/14/2021,27.96255363,79.80191113,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Mohanpur,UP_VILL_647162,GP_Available,2361.131661,0.562152982,0.224406287,0.440855443,0.417631775,0.356087685,0.329033524,14.8636837,8.47823143,3.005303621,5.885651588,30.73281288,21.76490021
63279,UTTAR PRADESH,Shahjahanpur,Tilhar,Biharipur,Biharipur,87243,RAMPUR NAWADIA,4/14/2021,27.96936733,79.7965007,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Rampur Navediya,UP_VILL_647164,GP_Available,2327.876285,0.627522886,0.221567512,0.461061627,0.420960724,0.324044764,0.322621971,14.85915279,8.473820686,3.091899395,6.128416061,30.73071671,21.7623806
63221,UTTAR PRADESH,Shahjahanpur,Tilhar,Bhiharipur Bhundiya,Biharipur Bhundiya,87531,BIHARIPUR MUDIYA,4/14/2021,27.96290645,79.78796949,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Biharipur Bhundiya,UP_VILL_647165,GP_Available,2602.233133,0.535269976,0.194678485,0.332490712,0.332189858,0.323615104,0.267729223,14.85462189,8.469409943,3.178495169,6.371180534,30.72862053,21.75985909
63314,UTTAR PRADESH,Shahjahanpur,Tilhar,Tilhar,Tilhar (NPP),242755,BHUDELI,4/15/2021,27.97177213,79.72617182,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Mansoorpur,UP_VILL_647189,GP_Available,2201.090166,0.440396518,0.178356543,0.404310435,0.372400433,0.338265598,0.275582403,14.82901382,8.433765411,3.645323038,7.928666115,30.71722221,21.74739838
63316,UTTAR PRADESH,Shahjahanpur,Tilhar,Dhanela,Dhanela,87568,SARELI,4/15/2021,27.97667325,79.7127579,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Mustafabad Urf Bhureli,UP_VILL_647191,GP_Available,2302.934754,0.574302733,0.271664232,0.28589052,0.280643821,0.342172235,0.309576482,14.82537556,8.425785065,3.710807085,8.148903847,30.71803474,21.74627876
63382,UTTAR PRADESH,Shahjahanpur,Tilhar,Mahmoodpur,Nizampur Urf Mahmoodpur,87047,MARUA JHALA,4/15/2021,27.99844631,79.75348788,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Mahmoodpur,UP_VILL_647394,GP_Available,2313.327059,0.570256233,0.249729544,0.345117301,0.330284387,0.341337025,0.310801595,14.83927059,8.455561638,3.47004652,7.604907036,30.70413017,21.74962616
63381,UTTAR PRADESH,Shahjahanpur,Tilhar,Sandhana,Samdhana,87566,SAMDHANA,4/15/2021,28.01670843,79.74263226,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Samdhana,UP_VILL_647405,GP_Available,2203.168627,0.56377089,0.180503607,0.599662185,0.501715183,0.36407423,0.236111298,14.8335762,8.44889164,3.472259283,8.071995735,30.69107628,21.74602318
63321,UTTAR PRADESH,Shahjahanpur,Tilhar,Sherpur,Sherpur Urf Shergarh,87528,BATLAIYA,4/15/2021,27.98498871,79.70420411,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Batlaiya Mai Chack,UP_VILL_647421,GP_Available,2284.228605,0.547543168,0.23565641,0.231642097,0.238890275,0.323579967,0.302599132,14.82086849,8.417978287,3.68132019,8.424988747,30.71243668,21.74375916
63344,UTTAR PRADESH,Shahjahanpur,Tilhar,Sherpur,Sherpur Urf Shergarh,87570,SULTANPUR,4/15/2021,27.97848359,79.69559363,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Sultanpur,UP_VILL_647423,GP_Available,2699.920799,0.596821547,0.154483452,0.388718814,0.357142419,0.337844312,0.293946505,14.81809998,8.409825325,3.841775417,8.589380264,30.7196579,21.74404144
63345,UTTAR PRADESH,Shahjahanpur,Tilhar,Kamlapur,Kamalpur Urf Bakhtawar Ga,87570,SULTANPUR,4/15/2021,27.97334657,79.68556353,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Kamalpur,UP_VILL_647424,GP_Available,2793.451542,0.583866954,0.14836514,0.543384552,0.479005873,0.344018847,0.319202483,14.81446171,8.401844978,3.907259464,8.80961895,30.72047043,21.74292183
63383,UTTAR PRADESH,Shahjahanpur,Tilhar,Husain pur Kabara,Husenpur Kabara,87548,ISMAILPUR NAWADA,4/15/2021,28.02120822,79.71896557,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Alampur,UP_VILL_647432,GP_Available,2735.254635,0.584302902,0.274511665,0.556913435,0.485598803,0.31849274,0.260927796,14.82126808,8.426172256,3.34151125,8.540765762,30.6863308,21.73990059
63387,UTTAR PRADESH,Shahjahanpur,Tilhar,Bhusauri,Bhusauri,87567,SANTOSHPUR,4/15/2021,28.02981496,79.73731265,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Jauhana,UP_VILL_647435,GP_Available,2415.171646,0.540534019,0.17921482,0.502036035,0.454761416,0.343241721,0.313343495,14.82902145,8.441179276,3.421660662,8.32555294,30.68540764,21.74337959
63384,UTTAR PRADESH,Shahjahanpur,Tilhar,Husainpur Kabara,Husenpur Kabara,242765,HASNAPUR,4/15/2021,28.03068611,79.72296718,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Husenpur,UP_VILL_647436,GP_Available,1947.517928,0.56516391,0.298817068,0.588399529,0.510829628,0.340827048,0.299356014,14.82437038,8.4336586,3.328838587,8.534058571,30.67959976,21.74048805
63380,UTTAR PRADESH,Shahjahanpur,Tilhar,Husainpur Kabra,Husenpur Kabara,242765,HASNAPUR,4/15/2021,28.03617632,79.72705455,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Husenpur,UP_VILL_647436,GP_Available,1463.236522,0.536637425,0.200864062,0.246120244,0.260746837,0.343951672,0.30058369,14.82437038,8.4336586,3.328838587,8.534058571,30.67959976,21.74048805
63490,UTTAR PRADESH,Shahjahanpur,Tilhar,Akbari,Akabari,87231,MIYUNA,4/16/2021,28.12441739,79.70786576,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Miyuna,UP_VILL_647581,GP_Available,2562.742375,0.568048954,0.08567404,0.642289519,0.544567525,0.354588747,0.231865838,14.8086977,8.420395851,2.351726532,9.206832886,30.62268829,21.72415733
63497,UTTAR PRADESH,Shahjahanpur,Tilhar,Makrandpur,Makrandpur,87192,VIKRAMPUR,4/16/2021,28.10554326,79.7126236,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Vikrampur,UP_VILL_647609,GP_Available,1961.027924,0.575884044,0.220279649,0.44411397,0.411151499,0.340325028,0.298038781,14.81469536,8.426792145,2.750637531,9.167744637,30.63560677,21.72969246
63496,UTTAR PRADESH,Shahjahanpur,Tilhar,Makrandpur,Makrandpur,87044,MAKRANDPUR,4/16/2021,28.09619924,79.71180217,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Makrandpur,UP_VILL_647610,GP_Available,2313.327059,0.619147301,0.152667716,0.567820728,0.49635309,0.338324964,0.203123003,14.81551647,8.426714897,2.824496746,9.089372635,30.64194679,21.73096848
63489,UTTAR PRADESH,Shahjahanpur,Tilhar,Paliya Darowast,Paliya Darowast,87196,ALIYAPUR,4/16/2021,28.08637877,79.71161507,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Nagla Braham,UP_VILL_647627,GP_Available,1964.145616,0.509428442,0.146587104,0.616663516,0.524084449,0.36300981,0.31205979,14.81633854,8.426636696,2.898355961,9.011000633,30.64828873,21.73224449
63488,UTTAR PRADESH,Shahjahanpur,Tilhar,Paliya,Paliya Darowast,87237,PALIYA DAROVAST,4/16/2021,28.08077599,79.71233933,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Paliya Darowast,UP_VILL_647628,GP_Available,2074.304047,0.596799493,0.162305355,0.586200655,0.499953002,0.348347217,0.314543009,14.81633854,8.426636696,2.898355961,9.011000633,30.64828873,21.73224449
63386,UTTAR PRADESH,Shahjahanpur,Tilhar,ukari,Okhari,87249,UKHRI,4/15/2021,28.05588179,79.73781891,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Okhari,UP_VILL_647636,GP_Available,2984.669952,0.563155353,0.133880734,0.656866491,0.539855182,0.352009922,0.239815712,14.82684326,8.440839767,3.326753855,8.695828438,30.66680527,21.74029922
63385,UTTAR PRADESH,Shahjahanpur,Tilhar,Piree,Piree,87240,PIPRI,4/15/2021,28.04595131,79.73651902,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Pipari,UP_VILL_647639,GP_Available,2377.759349,0.540377319,0.172951415,0.316691339,0.3073484,0.363136441,0.325193167,14.82756901,8.440953255,3.358389378,8.572402954,30.67300606,21.74132538
63360,UTTAR PRADESH,Shahjahanpur,Tilhar,Khajuria Khurd,Khajuria Khurd,87388,UN KALAN,4/15/2021,28.03825689,79.69443217,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Khajuriya,UP_VILL_647669,GP_Available,3182.123744,0.47313112,0.213539615,0.389407247,0.365144789,0.353051841,0.281512439,14.81259727,8.41143322,3.145278692,8.789299011,30.68077469,21.73489571
63511,UTTAR PRADESH,Shahjahanpur,Tilhar,bhuriya,Bhuria,87218,KAPOOR NAGLA,4/16/2021,28.08719825,79.67531106,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Kapoor Nagla,UP_VILL_647672,GP_Available,3161.339134,0.580589116,0.107871786,0.518782377,0.452950954,0.340843409,0.27674216,14.79968548,8.398910522,2.231374264,8.900794029,30.64845657,21.72230148
63346,UTTAR PRADESH,Shahjahanpur,Tilhar,Raipur,Simaria Raipur,87563,RAMAPUR,4/15/2021,28.01083075,79.64998899,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Rampur,UP_VILL_647677,GP_Available,2068.068664,0.5410375,0.074547917,0.69127655,0.573453009,0.344575435,0.205512434,14.79528713,8.37290287,3.282629251,9.373323441,30.69639587,21.72986412
63509,UTTAR PRADESH,Shahjahanpur,Tilhar,bhojpur,Shahpur Khitaoa,242767,BHOJPUR,4/16/2021,28.06736825,79.66492659,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Bhojpur,UP_VILL_647680,GP_Available,2706.156182,0.488359749,0.095807858,0.502871156,0.456441581,0.351093471,0.286853701,14.79764366,8.390870094,2.423464775,8.941761017,30.66187859,21.72360992
63510,UTTAR PRADESH,Shahjahanpur,Tilhar,bhojpur,Shahpur Khitaoa,242767,BHOJPUR,4/16/2021,28.07150091,79.66186335,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Kusak,UP_VILL_647681,GP_Available,1734.475679,0.54771173,0.064061433,0.579345047,0.499123454,0.364594519,0.317539513,14.79658318,8.391424179,2.244046688,8.907502174,30.65518761,21.72171211
63508,UTTAR PRADESH,Shahjahanpur,Tilhar,kasrak,Kasrak,87219,KASRAK,4/16/2021,28.05671749,79.65738809,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Kasrak,UP_VILL_647682,GP_Available,2631.331587,0.636716247,0.153319836,0.532969117,0.457088053,0.350415528,0.292980224,14.79468346,8.383098602,2.499472857,9.016047478,30.66882133,21.72339439
63507,UTTAR PRADESH,Shahjahanpur,Tilhar,bilash nagla,Kesi Nagla,87219,KASRAK,4/16/2021,28.0597287,79.6536163,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Kasrak,UP_VILL_647682,GP_Available,2234.345542,0.563314199,0.133352116,0.532206059,0.45059374,0.343265593,0.278143436,14.79468346,8.383098602,2.499472857,9.016047478,30.66882133,21.72339439
63506,UTTAR PRADESH,Shahjahanpur,Tilhar,shalpur newadiya,Shalpur Navdia,87246,SHALPUR NAVDIA,4/16/2021,28.04801459,79.64306238,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Shalpur Navdia,UP_VILL_647683,GP_Available,2970.120725,0.586966991,0.097778238,0.684383988,0.553084314,0.348107249,0.30067721,14.79181957,8.375136375,2.617704391,9.135387421,30.67590332,21.72342682
63505,UTTAR PRADESH,Shahjahanpur,Tilhar,shalpur newadiya,Shalpur Navdia,87246,SHALPUR NAVDIA,4/16/2021,28.04661048,79.65154011,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Tilhar,Shalpur Navdia,UP_VILL_647683,GP_Available,2257.208612,0.557122827,0.141066432,0.586526394,0.510449708,0.370208651,0.218781739,14.79579163,8.38244915,2.70000267,9.072833061,30.67558289,21.72541428
63398,UTTAR PRADESH,Shahjahanpur,Powayan,gairatpur,Gairatpur,87471,DILAVARPUR,4/15/2021,28.051408,79.95769527,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Gairatpur,UP_VILL_647773,GP_Available,3053.259164,0.566767871,0.329628557,0.501090229,0.465852231,0.298128575,0.278512359,14.95094872,8.560804367,3.387004852,5.884922981,30.71932602,21.77697945
63058,UTTAR PRADESH,Shahjahanpur,Powayan,simra,Simara,270121,SAKULIA,4/13/2021,28.04306284,80.04178894,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Sakulia,UP_VILL_647785,GP_Available,2213.560932,0.625230789,0.29644978,0.49721244,0.465127647,0.379627913,0.190896869,14.99941349,8.605981827,1.739620924,3.19931531,30.74705505,21.79543877
63057,UTTAR PRADESH,Shahjahanpur,Powayan,baragaon,Bara Urf Salnaha,270121,SAKULIA,4/13/2021,28.04292438,80.0377591,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Sakulia,UP_VILL_647785,GP_Available,2772.666933,0.552439034,0.263819277,0.524073958,0.49499929,0.326187015,0.293473154,14.99378967,8.600759506,1.902617693,3.463864326,30.74452972,21.79370499
63056,UTTAR PRADESH,Shahjahanpur,Powayan,Deoria kalyanpur,Deoria Kalyanpur,270121,SAKULIA,4/13/2021,28.04024266,80.02779893,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Sakulia,UP_VILL_647785,GP_Available,2697.842338,0.545082748,0.196092129,0.573166966,0.511557937,0.306486368,0.261270583,14.98816681,8.595537186,2.065614462,3.728413582,30.74200249,21.79197121
63061,UTTAR PRADESH,Shahjahanpur,Powayan,baderibhikh,Baderi Bheekh,269761,VEERAMPUR,4/13/2021,28.05233851,80.06059892,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Baderi Bheekh,UP_VILL_647786,GP_Available,2677.057728,0.554622352,0.361123294,0.561701238,0.510131717,0.330245554,0.312830478,15.01430607,8.619365692,1.479205251,2.790456772,30.74771118,21.79496193
63059,UTTAR PRADESH,Shahjahanpur,Powayan,bilaiya,Bilaiya,269783,BILAIYA,4/13/2021,28.04421615,80.04533106,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Bilaiya,UP_VILL_647788,GP_Available,3011.689944,0.57474339,0.284769505,0.480060339,0.462254941,0.313647151,0.340779871,14.99941349,8.605981827,1.739620924,3.19931531,30.74705505,21.79543877
63277,UTTAR PRADESH,Shahjahanpur,Powayan,rakhiya bujurg,Rakhia Bujurg,87507,RAKHIYA BUZURG,4/14/2021,28.02555972,79.92601996,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Rakhia Bujurg,UP_VILL_647819,GP_Available,2429.720873,0.539254665,0.464566052,0.520033062,0.470253915,0.31624946,0.325380474,14.92846489,8.540275574,3.272119284,5.663977146,30.72704124,21.77976799
63276,UTTAR PRADESH,Shahjahanpur,Powayan,gargaiya,Gargaiya,87507,RAKHIYA BUZURG,4/14/2021,28.01966845,79.92979127,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Rakhia Bujurg,UP_VILL_647819,GP_Available,2870.354598,0.65860039,0.426323563,0.363982528,0.360216469,0.297343999,0.311536044,14.9267292,8.538756371,3.06038785,5.309013367,30.7321949,21.78233147
63275,UTTAR PRADESH,Shahjahanpur,Powayan,rakhiya Bujurg,Rakhia Khurd,87507,RAKHIYA BUZURG,4/14/2021,28.01536913,79.92395482,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Rakhia Bujurg,UP_VILL_647819,GP_Available,2566.899297,0.529804647,0.349900723,0.288635284,0.295826256,0.328834265,0.329157323,14.9267292,8.538756371,3.06038785,5.309013367,30.7321949,21.78233147
63396,UTTAR PRADESH,Shahjahanpur,Powayan,bilantpur gaddipur,Bilandpur Gaddipur,87465,BILANDPUR GADDIPUR,4/15/2021,28.04365916,79.95101147,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Bilandpur Gaddipur,UP_VILL_647822,GP_Available,2080.53943,0.561984122,0.318732947,0.5689255,0.506499171,0.341745973,0.320548654,14.9488039,8.558980942,3.206592083,5.580257416,30.72431755,21.77983856
63278,UTTAR PRADESH,Shahjahanpur,Powayan,miyapur,Miyanpur J. Bilandpur,242951,AKHTYARPUR MIYAPUR,4/14/2021,28.03385971,79.93207181,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Akhtyarpur Miyapur,UP_VILL_647823,GP_Available,2305.013215,0.58162272,0.357308954,0.50390029,0.451873094,0.316688269,0.307339251,14.93568611,8.546915054,3.331293583,5.771157742,30.72436333,21.77903557
63397,UTTAR PRADESH,Shahjahanpur,Powayan,marauri,Marauri J. Ladhola,87471,DILAVARPUR,4/15/2021,28.05153898,79.94694731,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Marauri J. Ladhola,UP_VILL_647844,GP_Available,3171.731439,0.591540098,0.231626332,0.59063679,0.519093513,0.306046844,0.352814794,14.94518852,8.555480003,3.560441256,6.166238308,30.71674538,21.77534485
63060,UTTAR PRADESH,Shahjahanpur,Powayan,bashkiraun,Bans Kirayun,269783,BILAIYA,4/13/2021,28.05631834,80.043661,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Bans Kirayun,UP_VILL_647853,GP_Available,2523.251616,0.549829245,0.2070214,0.643903434,0.559189916,0.340973616,0.234312937,15.00278664,8.608717918,1.826077938,3.353086948,30.7425499,21.79169273
63065,UTTAR PRADESH,Shahjahanpur,Powayan,sadapur,Saidapur Davchat,87397,BADRIPUR HADIRA,4/13/2021,28.06384668,80.04850807,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Anantpur,UP_VILL_647854,GP_Available,2519.094695,0.552488863,0.356007248,0.293865502,0.298822939,0.346193284,0.297142267,15.00615978,8.611454964,1.912534952,3.506858826,30.73804474,21.7879467
63064,UTTAR PRADESH,Shahjahanpur,Powayan,Sadapur,Baskhera J. Pipariya,87445,SADA PUR,4/13/2021,28.07129798,80.05860707,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Sadapur,UP_VILL_647856,GP_Available,3967.78199,0.636479855,0.455687433,0.316635668,0.320278168,0.323435009,0.34728238,15.01556587,8.619717598,1.804676533,3.345783472,30.73622704,21.7856369
63062,UTTAR PRADESH,Shahjahanpur,Powayan,Beerampur,Dhimar Pura,87445,SADA PUR,4/13/2021,28.06111219,80.06255334,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Sadapur,UP_VILL_647856,GP_Available,2882.825364,0.561319351,0.378034592,0.363249213,0.362737775,0.344509423,0.3117823,15.01795197,8.622304916,1.544783235,2.910696507,30.74331284,21.79101753
63063,UTTAR PRADESH,Shahjahanpur,Powayan,Samulia,Samulia,87422,JATHIAPUR BUZURG,4/13/2021,28.06618241,80.06916302,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Jathiapur Buzurg,UP_VILL_648245,GP_Available,1886.203329,0.566156387,0.317193389,0.514981866,0.481286198,0.320642114,0.338087738,15.01795197,8.622304916,1.544783235,2.910696507,30.74331284,21.79101753
63404,UTTAR PRADESH,Shahjahanpur,Powayan,kakrauwa Mamura,Kakrauwa Ja. Mura,87475,GARGAIYA,4/15/2021,28.01542306,79.93923076,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Moraa J. Fattepur,UP_VILL_648341,GP_Available,3288.125253,0.535531223,0.548850417,0.432493001,0.418184012,0.365119845,0.307710141,14.93194294,8.543674469,2.928709507,5.094762325,30.73456001,21.78436089
63400,UTTAR PRADESH,Shahjahanpur,Powayan,manwawari,manwabhahri,242952,MANUAVARI MUJAFFARPUR,4/15/2021,28.03639273,79.97786336,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Manuwawari,UP_VILL_648343,GP_Available,2783.059238,0.566774011,0.307937145,0.681080937,0.580880404,0.332300603,0.299748123,14.95763302,8.567399025,2.721064568,4.780025482,30.73425293,21.78636169
63402,UTTAR PRADESH,Shahjahanpur,Powayan,muzaffarpur,Gola Raipur,242952,MANUAVARI MUJAFFARPUR,4/15/2021,28.0379279,79.96350668,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Mujaffarpur,UP_VILL_648344,GP_Available,3200.829892,0.554300547,0.38526693,0.485546172,0.458872527,0.343854517,0.301795512,14.95214653,8.562277794,2.873621941,5.027808666,30.73178101,21.78453064
63401,UTTAR PRADESH,Shahjahanpur,Powayan,muzzarfapur,Gola Raipur,242952,MANUAVARI MUJAFFARPUR,4/15/2021,28.0354423,79.96946475,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Mujaffarpur,UP_VILL_648344,GP_Available,2945.179193,0.548617482,0.318104446,0.453336388,0.425549269,0.31845057,0.337910861,14.95214653,8.562277794,2.873621941,5.027808666,30.73178101,21.78453064
63399,UTTAR PRADESH,Shahjahanpur,Powayan,baazpur,Bazpur J. Jathapura,242952,MANUAVARI MUJAFFARPUR,4/15/2021,28.04241663,79.96648747,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Mujaffarpur,UP_VILL_648344,GP_Available,2783.059238,0.481674016,0.368771166,0.405949265,0.41324392,0.334215254,0.349870145,14.95442677,8.564203262,3.043595076,5.31570816,30.72684288,21.78157234
63274,UTTAR PRADESH,Shahjahanpur,Powayan,pachdeura,pachdeura,87507,RAKHIYA BUZURG,4/14/2021,28.01802324,79.9121996,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Ram Sagar,UP_VILL_648346,GP_Available,2025.460214,0.56604296,0.277266204,0.518159509,0.473152131,0.362415254,0.307415962,14.92151642,8.533838272,3.192065954,5.523264408,30.72982979,21.78030396
63273,UTTAR PRADESH,Shahjahanpur,Powayan,bhaderi bhekh,Baderi Bheekh,87507,RAKHIYA BUZURG,4/14/2021,28.01595705,79.90462318,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Ram Sagar,UP_VILL_648346,GP_Available,1766.691824,0.512622476,0.292483121,0.375117123,0.374336749,0.314325958,0.316469073,14.91630268,8.528920174,3.323744059,5.737515926,30.72746468,21.77827454
63055,UTTAR PRADESH,Shahjahanpur,Powayan,mahuwa pathak,Mahua Pathak,87432,MAHUA PATHAK,4/13/2021,28.03082924,80.04073879,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Mahua Pathak,UP_VILL_648368,GP_Available,2764.353089,0.573115408,0.16967231,0.754012883,0.620560288,0.3803339,0.17972742,14.99603939,8.603245735,1.65316391,3.045543432,30.75156212,21.7991848
63052,UTTAR PRADESH,Shahjahanpur,Powayan,siraili,Sindhauli,87514,SINDHAULI,4/13/2021,27.96444504,79.9682731,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Sindhauli,UP_VILL_648429,GP_Available,3040.788398,0.492582947,0.498112798,0.444381475,0.42381832,0.313023478,0.305277258,14.93617916,8.548804283,1.683808446,3.012510061,30.76633644,21.80523682
63054,UTTAR PRADESH,Shahjahanpur,Powayan,rajau,Chak Kanhu,87467,CHAKKANHAU,4/13/2021,27.99725038,80.00942928,Wheat-Irri,Uttar Pradesh,Shahjahanpur,Powayan,Chak Kanhu,UP_VILL_648431,GP_Available,2566.899297,0.546110272,0.206301898,0.648044527,0.5578807,0.324349821,0.263760895,14.96278477,8.573438644,1.75053215,3.153332949,30.76055527,21.80526543
